Generic Name,Brand Names,DrugBank Accession Number,Summary,Background,Weight,Chemical Formula
Nisoldipine,Sular,DB00401,Nisoldipineis a calcium channel blocker used as monotherapy or combined with other drugs for the treatment of hypertension.,"Nisoldipine is a 1,4-dihydropyridine calcium channel blocker. It acts primarily on vascular smooth muscle cells by stabilizing voltage-gated L-type calcium channels in their inactive conformation. By inhibiting the influx of calcium in smooth muscle cells, nisoldipine prevents calcium-dependent smooth muscle contraction and subsequent vasoconstriction. Nisoldipine may be used in alone or in combination with other agents in the management of hypertension.",Average: 388.4144Monoisotopic: 388.16343651,C20H24N2O6
Nitazoxanide,"Alinia, Busulfex",DB00507,"Nitazoxanideis a thiazolide anti-infective used to treat infections by protozoa, helminths, anaerobic bacteria, microaerophilic bacteria, and viruses.","Nitazoxanide belongs to the class of drugs known asthiazolides. Nitazoxanide (NTZ) is a broad-spectrum anti-infective drug that markedly modulates the survival, growth, and proliferation of a range of extracellular and intracellular protozoa, helminths, anaerobic and microaerophilic bacteria, in addition to viruses. This drug is effective in the treatment of gastrointestinal infections including Cryptosporidium parvum or Giardia lamblia in healthy subjects. It is generally well tolerated. Nitazoxanide is a first-line, standard treatment for illness caused by C. parvum or G. lamblia infection in healthy (not immunosuppressed) adults and children and may also be considered in the treatment of illnesses caused by other protozoa or helminths2. Recently, this drug has been studied as a broad-spectrum antiviral agent due to its ability to inhibit the replication of several RNA and DNA viruses3.",Average: 307.282Monoisotopic: 307.026291103,C12H9N3O5S
Nitisinone,"Nityr, Orfadin",DB00348,"Nitisinoneis a hydroxyphenylpyruvate dioxygenase inhibitor used as an adjunct to dietary restrictions for the treatment of hereditary tyrosinemia type 1 (HT-1), which causes intolerance to tyrosine containing foods.",Nitisinone is a synthetic reversible inhibitor of 4-hydroxyphenylpyruvate dioxygenase. It is used in the treatment of hereditary tyrosinemia type 1. It is sold under the brand name Orfadin.,Average: 329.2281Monoisotopic: 329.05110705,C14H10F3NO5
Nitrazepam,Mogadon,DB01595,"Nitrazepamis a long-acting benzodiazepine with intermediate onset commonly used to treat panic disorders, severe anxiety, insomnia, and seizures.",A benzodiazepine derivative used as an anticonvulsant and hypnotic.,Average: 281.2661Monoisotopic: 281.080041233,C15H11N3O3
Nitric Oxide,"Inomax, Kinox",DB00435,Nitric Oxideis a vasodilating agent used in the treatment of hypoxic respiratory failure in premature neonates.,"Nitric oxide or Nitrogen monoxide is a chemical compound with chemical formula NO. This gas is an important signaling molecule in the body of mammals including humans and is an extremely important intermediate in the chemical industry. It is also a toxic air pollutant produced by automobile engines and power plants.Nitric oxide (NO) should not be confused with nitrous oxide (N2O), a general anaesthetic, or with nitrogen dioxide (NO2) which is another poisonous air pollutant.The nitric oxide molecule is a free radical, which is relevant to understanding its high reactivity. It reacts with the ozone in air to form nitrogen dioxide, signalled by the appearance of the reddish-brown color.",Average: 30.0061Monoisotopic: 29.997988627,NO
Nitrofurantoin,"Furadantin, Macrobid, Macrodantin",DB00698,Nitrofurantoinis an antibiotic used to treat urinary tract infections.,"Nitrofurantoin is a nitrofuran antibiotic used to treat uncomplicated urinary tract infections.8,9,10Nitrofurantoin is converted by bacterial nitroreductases to electrophilic intermediates which inhibit the citric acid cycle as well as synthesis of DNA, RNA, and protein.2This drug is more resistant to the development of bacterial resistance because it acts on many targets at once.2Nitrofurantoin is a second line treatment totrimethoprim/sulfamethoxazole.3Nitrofurantoin was granted FDA approval on 6 February 1953.11",Average: 238.159Monoisotopic: 238.033819309,C8H6N4O5
Amphetamine,"Adderall, Adzenys, Dyanavel, Evekeo, Mydayis",DB00182,Amphetamineis a CNS stimulant and sympathomimetic agent indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD).,"Amphetamine, a compound discovered over 100 years ago, is one of the more restricted controlled drugs. It was previously used for a large variety of conditions and this changed until this point where its use is highly restricted. Amphetamine, with the chemical formula alpha-methylphenethylamine, was discovered in 1910 and first synthesized by 1927. After being proven to reduce drug-induced anesthesia and produce arousal and insomnia, amphetamine racemic mix was registered by Smith, Kline and French in 1935. Amphetamine structure presents one chiral center and it exists in the form of dextro- and levo-isomers.1The first product of Smith, Kline and French was approved by the FDA on 1976.12During World War II, amphetamine was used to promote wakefulness in the soldiers. This use derived into a large overproduction of amphetamine and all the surplus after the war finalized ended up in the black market, producing the initiation of the illicit abuse.1",Average: 135.2062Monoisotopic: 135.104799421,C9H13N
Nitrofural,,DB00336,Nitrofuralis a topical antibacterial for the prevention and treatment of bacterial infections of the skin.,"Nitrofural or nitrofurazone is a topical anti-infective agent effective against gram-negative and gram-positive bacteria. It is used for superficial wounds, burns, ulcers, and skin infections. Nitrofural has also been administered orally in the treatment of trypanosomiasis.Except for topical drug products formulated for dermatologic application, the FDA withdrew its approval for the use of drug products containing nitrofurazone.1",Average: 198.1362Monoisotopic: 198.0389047,C6H6N4O4
Nitroglycerin,"Gonitro, Minitran, Nitro-bid, Nitro-dur, Nitroject, Nitrolingual, Nitromist, Nitrostat, Rectiv, Trinipatch",DB00727,"Nitroglycerinis a nitrate vasodilator used to treat or prevent angina, heart failure, hypertension, and anal fissures.","Nitroglycerin, also known as glyceryl trinitrate,2is an organic nitrate and a vasodilating agent17that was first discovered in 1847.9Originally used to dynamite, its antianginal effects were identified in the late 1860s after it produced headaches in factory workers while workers with angina pectoris or heart failure experienced relief from chest pain.1,3Its use as a treatment for angina dates back to 1879 and is still used to treat and prevent angina.10Nitroglycerin causes vasodilation in both arteries and veins.3Nitroglycerin is used in a variety of different conditions, including angina pectoris due to coronary artery disease,12,14,17,15peri-operative hypertension, congestive heart failure,11and chronic anal fissure.16It is also used to induce intraoperative hypotension.11",Average: 227.0865Monoisotopic: 227.002578773,C3H5N3O9
Nizatidine,Axid,DB00585,Nizatidineis an H2 receptor antagonist used to treat GERD and a variety of ulcers.,A histamine H2 receptor antagonist with low toxicity that inhibits gastric acid secretion. The drug is used for the treatment of duodenal ulcers.,Average: 331.45Monoisotopic: 331.113667284,C12H21N5O2S2
Norepinephrine,Levophed,DB00368,Norepinephrineis a sympathomimetic used in the control of blood pressure during various hypotensive states and as an adjunct treatment during cardiac arrest.,Precursor of epinephrine that is secreted by the adrenal medulla and is a widespread central and autonomic neurotransmitter. Norepinephrine is the principal transmitter of most postganglionic sympathetic fibers and of the diffuse projection system in the brain arising from the locus ceruleus. It is also found in plants and is used pharmacologically as a sympathomimetic.,Average: 169.1778Monoisotopic: 169.073893223,C8H11NO3
Norethisterone,"Activella 1/0.5 28 Day, Activelle, Alyacen 1/35, Alyacen 7/7/7, Aranelle 28, Aurovela, Aurovela Fe, Aygestin, Balziva 28 Day, Blisovi 21 Fe 1.5/30 28 Day Pack, Blisovi 21 Fe 1/20 28 Day Pack, Blisovi 24 Fe 1/20 28 Day, Brevicon, Briellyn 28 Day, Camila 28 Day, Charlotte 24 Fe Chewable 28 Day, Combipatch, Cyclafem 1/35 28 Day, Cyclafem 7/7/7 28 Day, Cyonanz 28 Day, Dasetta 1/35 28 Day, Dasetta 7/7/7 28 Day, Deblitane 28 Day, Emzahh 28 Day, Errin 28 Day, Estalis, Etyqa 0.5/0.1 28 Day, Femcon Fe 28 Day, Femhrt 0.5/2.5 28 Day, Finzala 24 Fe Chewable 28 Day, Fyavolv, Gemmily 28 Day, Hailey 1.5/30 21 Day, Hailey 24 Fe 28 Day, Hailey Fe 1.5/30 28 Day, Hailey Fe 1/20 28 Day, Heather 28 Day, Incassia, Jencycla 28 Day, Jinteli, Junel 1.5/30 21 Day, Junel 1/20 21 Day, Junel Fe 1.5/30 28 Day, Junel Fe 1/20 28 Day, Junel Fe 24 1/20 28 Day, Kaitlib Fe 28 Day, Larin 1.5/30, Larin 1/20, Larin 24 Fe 1/20, Larin Fe 1.5/30, Larin Fe 1/20, Layolis Fe 28, Leena 28 Day, Lo Loestrin Fe 28 Day, Loestrin 1.5/30 21 Day, Loestrin 24 Fe 28 Day, Loestrin Fe 1/20 28 Day, Lolo, Lomedia 24 Fe, Lopreeza 1/0.5 28 Day, Lupaneta Pack 1-month, Lyleq 28 Day, Lyza, Melodetta 24 Fe Chewable 28 Day, Merzee 28 Day, Mibelas 24 Fe Chewable 28 Day, Microgestin 1.5/30 21 Day, Microgestin 1/20 21 Day, Microgestin 24 Fe 28 Day, Microgestin Fe 1.5/30 28 Day, Microgestin Fe 1/20 28 Day, Mimvey, Minastrin 24 Fe Chewable 28 Day, Myfembree, Necon 0.5/35 28 Day, Necon 1/35 28 Day, Necon 7/7/7 28 Day, Nexesta Fe 28 Day, Nora-BE 28 Day, Norlutate, Norlyda 28 Day, Norlyroc 28 Day, Nortrel 1/35 21 Day, Nortrel 1/35 28 Day, Nortrel 7/7/7 28 Day, Nylia 1/35 28 Day, Nylia 7/7/7 28 Day, Oriahnn 28 Day Kit, Ortho Micronor, Ortho Micronor 28 Day, Ortho-novum 7/7/7 28 Day, Philith 28 Day, Pirmella 1/35 28 Day, Pirmella 7/7/7 28 Day, Rhuzdah 28 Day, Select, Sharobel 28 Day, Synphasic, Tarina 24 Fe 1/20 28 Day, Tarina Fe 1/20 28 Day, Taysofy 28 Day, Taytulla 28 Day, Tilia Fe, Tri-legest 28 Day, Tulana 28 Day, Vyfemla 28 Day, Wera 28 Day, Wymzya Fe 28 Day, Zenchent",DB00717,"Norethisteroneis a synthetic second-generation progestin used for contraception, prevention of endometrial hyperplasia in hormone replacement therapy, and in the treatment of other hormone-mediated illnesses such as endometriosis.","Norethisterone, also known as norethindrone, is a synthetic progestational hormone belonging to the 19-nortestosterone-derived class of progestins.8It is further classified as a second-generation progestin, along withlevonorgestreland its derivatives, and is the active form of several other progestins includingnorethynodrelandlynestrenol.8Norethisterone mimics the actions of endogenousprogesterone, albeit with a greater potency,5and is used on its own or in combination with estrogen derivatives in a variety of applications including contraception and hormone replacement therapy.14,15,16,19First derived in 1951 in Mexico City, norethisterone was originally intended for use as a remedy for irregular menstruation and endometriosis, and was not marketed for use as an oral contraceptive until 1962.21",Average: 298.4192Monoisotopic: 298.193280076,C20H26O2
